Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_31_671.jpg,0,1,0,0.6567129,104.0486,190.7391,1.238374,259.6687,-0.0007536379
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_31_718.jpg,0,1,0,0.704144,104.041,190.6983,1.222005,259.6096,-0.0001263139
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_31_758.jpg,0,1,0,0.7575981,104.0356,190.6688,1.219416,259.5714,-9.596455E-05
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_31_799.jpg,0,1,0,0.7860439,104.0299,190.6384,1.206916,259.5569,-0.0004139652
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_31_840.jpg,0,1,0,0.8328232,104.0239,190.6062,1.202617,259.5522,-0.0009830166
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_31_880.jpg,1.189198,1,0,0.8461838,104.0178,190.5735,1.188282,259.5702,-0.000462658
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_31_921.jpg,2.815216,1,0,0.876682,104.0117,190.539,1.196645,259.692,-0.001531363
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_31_966.jpg,4.735543,1,0,0.9246818,104.0057,190.5024,1.22311,259.846,-0.001918173
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_013.jpg,7.144702,1,0,0.9564839,103.9976,190.4451,1.246946,260.238,-0.003738486
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_058.jpg,9.475755,1,0,0.9881781,103.9929,190.4056,1.246701,260.6135,-0.0047061
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_098.jpg,10.28236,1,0,1.019839,103.9888,190.3649,1.234055,261.0646,-0.00536924
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_139.jpg,9.004751,1,0,1.065541,103.985,190.323,1.214122,261.5327,-0.00564345
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_180.jpg,6.583972,1,0,1.096428,103.981,190.2799,1.206811,261.9637,-0.005329896
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_221.jpg,4.141082,1,0,1.130361,103.9764,190.2349,1.223584,262.2456,-0.004030197
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_266.jpg,1.759695,1,0,1.159896,103.9713,190.1888,1.237613,262.4281,-0.00319121
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_307.jpg,0.9624186,1,0,1.188136,103.9655,190.1419,1.240153,262.5063,-0.002032544
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_353.jpg,0,1,0,1.218254,103.9561,190.0696,1.226311,262.5438,-0.001197759
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_399.jpg,0.7895971,1,0,1.258199,103.9494,190.0193,1.233716,262.5545,-0.000894215
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_439.jpg,2.801715,1,0,1.301319,103.943,189.9679,1.235561,262.6313,-0.001334118
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_485.jpg,5.201972,1,0,1.33162,103.9372,189.9153,1.237637,262.8239,-0.00249707
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_525.jpg,7.23006,1,0,1.360244,103.9321,189.8614,1.234237,263.154,-0.0009537464
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_566.jpg,6.035175,1,0,1.392406,103.9276,189.8062,1.232679,263.5573,0.002201358
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_613.jpg,3.626243,1,0,1.423805,103.9206,189.7208,1.239491,264.0445,-0.003928258
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_653.jpg,1.568411,1,0,1.455934,103.9154,189.6622,1.251599,264.2306,-0.003201194
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_699.jpg,-0.009310674,1,0,1.501666,103.9096,189.6027,1.256256,264.2927,-0.001937738
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_739.jpg,-0.8071306,1,0,1.53311,103.9034,189.542,1.254392,264.296,-0.001169496
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_784.jpg,-3.123027,1,0,1.565868,103.8964,189.48,1.254575,264.1971,-4.563447E-06
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_830.jpg,-4.30296,1,0,1.594505,103.8887,189.417,1.252911,263.9924,0.0004624022
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_877.jpg,-6.31988,1,0,1.624779,103.8756,189.3204,1.251534,263.4944,0.001758773
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_918.jpg,-8.348399,1,0,1.655112,103.8653,189.2546,1.254219,262.9948,0.001216225
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_32_964.jpg,-10.34964,1,0,1.697688,103.8536,189.188,1.253781,262.3488,359.9883
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_006.jpg,-12.38677,1,0,1.726774,103.8401,189.1205,1.248849,261.5698,359.9611
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_051.jpg,-13.60786,1,0,1.754292,103.825,189.0526,1.227989,260.6489,359.9284
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_098.jpg,-11.63326,1,0,1.784068,103.8001,188.9494,1.169052,259.2195,359.8925
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_145.jpg,-8.850709,1,0,1.831502,103.7827,188.8793,1.130939,258.4095,359.8806
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_185.jpg,-6.376285,1,0,1.862423,103.7649,188.8078,1.103182,257.7651,359.8797
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_33_228.jpg,-3.928639,1,0,1.893258,103.7466,188.7347,1.097045,257.2748,359.8809
