Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
..\data rocks\IMG\robocam_2017_05_28_15_42_26_790.jpg,0,1,0,1.176561,100.5147,85.92228,1.229392,21.59944,-0.000915243
..\data rocks\IMG\robocam_2017_05_28_15_42_26_857.jpg,0,1,0,1.232887,100.6069,85.95838,1.232035,21.58989,-0.000873079
..\data rocks\IMG\robocam_2017_05_28_15_42_26_924.jpg,0,1,0,1.272957,100.6791,85.98662,1.234595,21.56306,-0.000771297
..\data rocks\IMG\robocam_2017_05_28_15_42_26_991.jpg,0,1,0,1.336365,100.754,86.01588,1.239621,21.54327,-0.000745519
..\data rocks\IMG\robocam_2017_05_28_15_42_27_058.jpg,0,1,0,1.38422,100.8578,86.05642,1.241745,21.5209,-0.000811596
..\data rocks\IMG\robocam_2017_05_28_15_42_27_124.jpg,0,1,0,1.432562,100.9389,86.08802,1.247757,21.5086,-0.000947113
..\data rocks\IMG\robocam_2017_05_28_15_42_27_191.jpg,0,1,0,1.495608,101.0226,86.12063,1.252612,21.49406,-0.000926566
..\data rocks\IMG\robocam_2017_05_28_15_42_27_258.jpg,0,0.9003574,0,1.541205,101.1381,86.1656,1.254149,21.4815,-0.000954748
..\data rocks\IMG\robocam_2017_05_28_15_42_27_324.jpg,0,0.700154,0,1.582757,101.2272,86.20026,1.253418,21.47161,-0.000882373
..\data rocks\IMG\robocam_2017_05_28_15_42_27_391.jpg,3.008488,0.4995882,0,1.620939,101.3175,86.23622,1.247121,21.60516,0.000622922
..\data rocks\IMG\robocam_2017_05_28_15_42_27_458.jpg,6.013288,0.2992681,0,1.638264,101.4373,86.28748,1.19628,22.22715,0.03851503
..\data rocks\IMG\robocam_2017_05_28_15_42_27_525.jpg,3.007711,0.09889624,0,1.646739,101.5269,86.32633,1.127105,22.65075,0.06797514
..\data rocks\IMG\robocam_2017_05_28_15_42_27_592.jpg,0.007833615,0,0,1.644891,101.6162,86.36413,1.026408,22.8222,0.07955287
..\data rocks\IMG\robocam_2017_05_28_15_42_27_659.jpg,0,0,0,1.639876,101.7344,86.41344,0.8514634,22.83791,0.08445605
..\data rocks\IMG\robocam_2017_05_28_15_42_27_725.jpg,0,0,0,1.634786,101.8224,86.45023,0.7000579,22.83462,0.09236544
..\data rocks\IMG\robocam_2017_05_28_15_42_27_792.jpg,0,0,0,1.62791,101.9099,86.48695,0.5395781,22.83346,0.10454
..\data rocks\IMG\robocam_2017_05_28_15_42_27_859.jpg,0,0,0,1.622685,102.0259,86.53573,0.3158321,22.83382,0.120064
..\data rocks\IMG\robocam_2017_05_28_15_42_27_926.jpg,0,0,0,1.617382,102.1125,86.57217,0.1455294,22.83405,0.1277401
..\data rocks\IMG\robocam_2017_05_28_15_42_27_992.jpg,0,0,0,1.610201,102.1989,86.6085,359.9792,22.83428,0.1321317
..\data rocks\IMG\robocam_2017_05_28_15_42_28_059.jpg,0,0,0,1.604746,102.3138,86.65684,359.7716,22.83456,0.1332447
..\data rocks\IMG\robocam_2017_05_28_15_42_28_126.jpg,0,0,0,1.599159,102.4003,86.69294,359.651,22.82722,0.110354
..\data rocks\IMG\robocam_2017_05_28_15_42_28_193.jpg,0,0,0,1.591324,102.5156,86.74131,359.5274,22.82172,0.07225417
..\data rocks\IMG\robocam_2017_05_28_15_42_28_260.jpg,0,0,0,1.585499,102.6021,86.77769,359.4558,22.82093,0.04376431
..\data rocks\IMG\robocam_2017_05_28_15_42_28_327.jpg,0,0,0,1.577768,102.6886,86.81399,359.4114,22.81638,0.003697835
..\data rocks\IMG\robocam_2017_05_28_15_42_28_393.jpg,0,0,0,1.572226,102.8039,86.86274,359.3811,22.82081,359.9743
..\data rocks\IMG\robocam_2017_05_28_15_42_28_460.jpg,0,0,0,1.566226,102.8904,86.89916,359.3773,22.8218,359.9576
..\data rocks\IMG\robocam_2017_05_28_15_42_28_527.jpg,0,0,0,1.55871,102.9767,86.93568,359.3912,22.82562,359.9529
..\data rocks\IMG\robocam_2017_05_28_15_42_28_594.jpg,0,0,0,1.553084,103.0917,86.98411,359.4237,22.82645,359.9486
..\data rocks\IMG\robocam_2017_05_28_15_42_28_660.jpg,0,0,0,1.547686,103.1776,87.0203,359.4526,22.82649,359.9468
..\data rocks\IMG\robocam_2017_05_28_15_42_28_727.jpg,0,0,0,1.540547,103.2633,87.05639,359.4838,22.8265,359.9462
..\data rocks\IMG\robocam_2017_05_28_15_42_28_794.jpg,0,0,0,1.535234,103.3771,87.10431,359.527,22.82652,359.9471
..\data rocks\IMG\robocam_2017_05_28_15_42_28_861.jpg,0,0,0,1.529954,103.4622,87.1401,359.5593,22.82652,359.949
..\data rocks\IMG\robocam_2017_05_28_15_42_28_927.jpg,0,0,0,1.522967,103.5469,87.17577,359.5904,22.82654,359.9518
..\data rocks\IMG\robocam_2017_05_28_15_42_28_995.jpg,0,0,0,1.517763,103.6593,87.2231,359.6288,22.82655,359.9565
..\data rocks\IMG\robocam_2017_05_28_15_42_29_061.jpg,0,0,0,1.512588,103.7433,87.25845,359.6544,22.82655,359.9608
..\data rocks\IMG\robocam_2017_05_28_15_42_29_128.jpg,0,0,0,1.505732,103.8269,87.29365,359.677,22.82656,359.9654
..\data rocks\IMG\robocam_2017_05_28_15_42_29_195.jpg,0,0,0,1.500619,103.9379,87.34036,359.7017,22.82656,359.972
..\data rocks\IMG\robocam_2017_05_28_15_42_29_261.jpg,0,0,0,1.49553,104.0208,87.37524,359.716,22.82656,359.9771
..\data rocks\IMG\robocam_2017_05_28_15_42_29_329.jpg,0,0,0,1.488778,104.1033,87.40996,359.7267,22.82656,359.9822
..\data rocks\IMG\robocam_2017_05_28_15_42_29_395.jpg,0,0,0,1.483706,104.2128,87.45611,359.7403,22.8279,359.9931
..\data rocks\IMG\robocam_2017_05_28_15_42_29_462.jpg,0,0,0,1.478621,104.2946,87.49053,359.7471,22.828,0.000578357
..\data rocks\IMG\robocam_2017_05_28_15_42_29_529.jpg,0,0,0,1.471954,104.3761,87.5248,359.7505,22.82803,0.007343283
..\data rocks\IMG\robocam_2017_05_28_15_42_29_596.jpg,0,0,0,1.466973,104.4842,87.57027,359.7521,22.827,0.01279433
..\data rocks\IMG\robocam_2017_05_28_15_42_29_663.jpg,0,0,0,1.461901,104.565,87.60426,359.7535,22.82641,0.01390506
..\data rocks\IMG\robocam_2017_05_28_15_42_29_729.jpg,0,0,0,1.455303,104.6455,87.63811,359.7521,22.82636,0.01494741
